Organic Chemicals	10	4078989	0.01185624089654731
Soybeans	14	19171	3.531508620720348
Energy Intake	31	42237	3.549424995721466
Atrial Fibrillation	34	46233	3.556453246218487
Drug Prescriptions	22	29833	3.5662423315725857
Contraceptives, Oral	20	27091	3.5701674335307474
Benzamides	36	48718	3.5735823189430618
Mercaptopurine	14	18910	3.580248705856407
Cyclohexanecarboxylic Acids	13	17495	3.5933890301205853
Infusions, Intravenous	39	52409	3.5987369473949493
Myocardial Reperfusion Injury	10	13348	3.6228547497645893
Blood Coagulation	42	55928	3.6317161012954196
European Union	11	14634	3.6349598127822524
Drug-Related Side Effects and Adverse Reactions	79	105031	3.637517667295675
Drug Stability	32	42515	3.639965231318657
Tretinoin	16	21176	3.653887750265477
Intestinal Mucosa	54	71379	3.6586163560504414
Asian Continental Ancestry Group	48	62330	3.7242326075647116
Jejunum	23	29752	3.738494354370896
Cephalosporins	31	40078	3.7406275847521964
Cyclooxygenase Inhibitors	16	20313	3.809115924356208
Trace Elements	12	15179	3.823042533961068
Glucosamine	11	13871	3.8348930839149555
Evidence-Based Medicine	54	68015	3.8395676825288243
Quinolones	34	42775	3.8439559422495218
Sirolimus	14	17561	3.855260407496328
Coumarins	38	47382	3.8784723341179017
Aspirin	34	42251	3.8916278373962307
Dietary Supplements*	50	61698	3.9191468301437227
Isothiocyanates	12	14789	3.9238529861750515
Nitriles	39	47910	3.936670147001091
Phenylpropionates	11	13506	3.938523495970109
Benzofurans	25	30622	3.9481344132357625
Methotrexate	29	35516	3.9487658123817266
Fish Oils	20	24448	3.956111747278621
Fructose	13	15786	3.982386423702398
Vasoconstrictor Agents	18	21848	3.984195088941989
Fibrinolytic Agents	23	27742	4.009350918271178
Alcoholic Intoxication	10	12006	4.02777446944345
Thiazoles	72	86263	4.036477719479437
Vasodilator Agents	35	41852	4.044278980984069
Plant Oils	27	32283	4.0446046880014945
Pyridazines	13	15056	4.175462208340955
Antineoplastic Agents	323	370250	4.218965145708783
Cyclodextrins	11	12546	4.23986904121051
Consumer Product Safety	13	14805	4.246247093812627
Fentanyl	13	14753	4.261212855563898
Injections, Intravenous	71	80384	4.271525349103855
Nutritional Status	34	38234	4.300485403051276
Ampicillin	23	25757	4.318325278577423
Colchicine	13	14553	4.319770129929212
Diuretics	30	33529	4.327004597787728
Tamoxifen	18	20073	4.3364889159257505
Absorption	76	84697	4.339503993187762
Morphine	33	36697	4.348817662548498
Least-Squares Analysis	11	12168	4.371570125734922
Sulfonamides	104	112664	4.464203397398642
Clonidine	12	12995	4.465511362382965
Parkinson Disease	54	58300	4.4793748905658655
Thiophenes	30	31707	4.575642240564606
Anthelmintics	19	19728	4.657449810114769
Dose-Response Relationship, Drug	385	398213	4.675670092217725
Headache	25	25806	4.684919600748587
Antitubercular Agents	47	48403	4.695872115045352
Fluoroquinolones	29	29772	4.710587289099579
Powders	12	12306	4.715510332780451
Hypercholesterolemia	24	24534	4.730693757124842
Citric Acid	10	10161	4.759052160461278
Antineoplastic Agents, Hormonal	15	15137	4.792061836564359
Hepatocytes	42	42331	4.798220018646686
Medical History Taking	20	20110	4.8094563228688285
Polyunsaturated Alkamides	13	12845	4.894125367506597
Ethanol	105	103002	4.929911017867235
Ribavirin	11	10660	4.9899293556015625
United States Food and Drug Administration	28	27112	4.994363093457052
Postoperative Hemorrhage	10	9541	5.068275838881524
Benzimidazoles	50	47311	5.11091140245683
Phytotherapy*	39	36605	5.152428656858692
Phytochemicals	10	9364	5.164067064026429
Niacinamide	14	13059	5.184233022699121
Double-Blind Method	156	145391	5.189000864228274
Hep G2 Cells	16	14799	5.228268978876487
Hyperalgesia	11	10119	5.256683484196469
Nausea	20	18354	5.269571022022066
Antidepressive Agents, Tricyclic	11	10076	5.279114504323535
Antioxidants	127	114997	5.340883304870653
Pyrazoles	52	46868	5.365587870105166
Antimetabolites, Antineoplastic	21	18802	5.401219215799381
Isoflavones	19	16718	5.495952347852998
Nutrition Assessment	15	13050	5.55836580200071
Patient Education as Topic	92	79557	5.592469520379963
Medication Adherence	17	14522	5.660988066710236
Contraindications	22	18713	5.685330432838331
Drug Combinations	97	82338	5.697256878632153
Antiemetics	10	8432	5.734790472501779
Naphthoquinones	25	20999	5.757320006500893
Fruit	107	89582	5.7764076017134975
Pharmacists	17	14197	5.790571185577741
Angiotensin-Converting Enzyme Inhibitors	37	30875	5.795359042688424
Vitamin B 12 Deficiency	13	10794	5.823986518850371
Vegetables	35	28781	5.880939760653403
Alcoholic Beverages	22	17906	5.941546530414728
Adrenergic beta-Antagonists	49	39805	5.953155088870442
Chemistry, Pharmaceutical	129	104196	5.987343166352552
Deoxycytidine	29	23105	6.06977907722504
Calcium, Dietary	17	13535	6.073768446574524
Antibiotics, Antitubercular	20	15707	6.157561504279031
Zidovudine	12	9350	6.206158236074111
Glucosides	45	35023	6.213644822000164
Emulsions	25	19140	6.316478769997324
Bronchodilator Agents	24	18345	6.326587339532215
Benzhydryl Compounds	20	15123	6.395330343111281
Citrus*	11	8311	6.400100680951427
Dipyridamole	10	7533	6.419098494107712
Thalidomide	11	8147	6.528919595001015
Erythromycin	32	23641	6.545840528497759
Triterpenes	34	24608	6.681663594037366
Drug Compounding	25	18075	6.688632448357976
Aluminum	23	16418	6.774555242438472
Drug Synergism	91	64176	6.8574339918807095
Captopril	14	9857	6.868135856811779
Amoxicillin	15	10436	6.9504869293773375
Chromatography, High Pressure Liquid	251	173009	7.016203399633826
Acetamides	33	22470	7.102172158791543
Antipsychotic Agents	73	49631	7.1131298919776516
Muscarinic Antagonists	12	8098	7.16554953272367
Bone Density Conservation Agents	18	12028	7.236734433310627
Benzophenones	10	6667	7.252772653660394
2-Pyridinylmethylsulfinylbenzimidazoles	16	10594	7.303292202677868
Mycophenolic Acid	11	7283	7.303354868213655
Gastric Acid	16	10542	7.339313372604764
Vitamins	54	35533	7.3493565456993455
Chemical and Drug Induced Liver Injury	41	26905	7.369438081613423
Cimetidine	14	9180	7.374587003207768
Immunosuppressive Agents	138	90255	7.394395221964009
Morpholines	36	23091	7.539466351835572
Isoniazid	28	17939	7.548058336282109
Histamine H2 Antagonists	11	7035	7.5607784053536475
Furosemide	18	11509	7.563047654065466
Quinazolines	67	42652	7.596698238479598
Serotonin Receptor Agonists	16	10109	7.653647961164393
Wine	15	9452	7.673990487878056
Multidrug Resistance-Associated Proteins	22	13666	7.7848301543964675
Methylcellulose	11	6801	7.820881631883015
Naltrexone	12	7367	7.8764638525419395
Piperazines	114	69766	7.902317196131776
Xanthine Oxidase	12	7290	7.959646916133454
Anticarcinogenic Agents	16	9701	7.975508234113792
Solubility	138	82882	8.052176383016826
Glucagon-Like Peptide 1	12	7146	8.120020381352877
Dioxoles	12	7110	8.161128626849813
Cardiotonic Agents	29	17176	8.164889990007673
Eating	114	67445	8.174257388466708
Vitis	12	7093	8.180685884624896
Enzyme Induction	55	32375	8.215597488891195
Oxadiazoles	15	8804	8.23875435342547
Drug Administration Schedule	165	96464	8.27206295445005
Valproic Acid	20	11668	8.288883032754736
Flavonoids	159	91285	8.423500427976464
Oxidoreductases, N-Demethylating	30	17180	8.444471460556576
Pharmacogenetics	19	10787	8.517503457893424
Antidepressive Agents	98	54089	8.762110980498312
Lincomycin	13	7135	8.810248664656637
Tandem Mass Spectrometry	68	37085	8.867446442628783
Estrone	18	9614	9.053632709130891
Dietary Fiber	32	17064	9.068664622018401
Antihypertensive Agents	115	61133	9.097345382732788
ATP Binding Cassette Transporter, Sub-Family B	36	18992	9.16660648642063
Benzylamines	12	6246	9.289864841608615
Anti-Inflammatory Agents, Non-Steroidal	148	76907	9.30657439028698
Adenine	44	22674	9.384368134080399
Capsaicin	19	9789	9.385784198544869
Naphthyridines	11	5612	9.477576493865715
Tetrazoles	54	27502	9.49540179234558
Quinine	13	6561	9.580910464948149
Maximum Tolerated Dose	10	5042	9.589825114933078
Enalapril	13	6534	9.620494945828579
Phenylurea Compounds	20	10043	9.629925936799584
Ethinyl Estradiol	21	10412	9.753109086207218
Saponins	29	14348	9.774082887891963
Anti-Arrhythmia Agents	53	26171	9.793515462686068
Lovastatin	21	10328	9.832425686385493
Spironolactone	13	6389	9.838800386696363
Inhibitory Concentration 50	46	22531	9.873195679531092
Receptors, Aryl Hydrocarbon	10	4872	9.924376781163042
Diazepam	36	17459	9.971440836001548
Food, Fortified	18	8722	9.979442680074918
Anthocyanins	12	5780	10.03871054584484
Antineoplastic Agents, Phytogenic	65	31095	10.109006700377824
Analgesics, Opioid	77	36573	10.181644283383765
Hydrochlorothiazide	14	6616	10.232141948987534
Dopamine Agonists	20	9435	10.250421376559455
Oils, Volatile	26	12142	10.35492620785469
Caffeic Acids	11	5093	10.443195300366758
Protein Kinase Inhibitors	81	37463	10.456119294317768
Ranitidine	11	5074	10.482292977353353
Amitriptyline	14	6390	10.593973286880068
Muscle Relaxants, Central	18	8107	10.7363935000362
Azithromycin	10	4500	10.744609654434015
Fluoxetine	19	8522	10.781042743606038
Anticholesteremic Agents	87	38413	10.952906390250568
Plant Preparations	440	194158	10.959602564922205
Hydroxylation	28	12228	11.07303676121523
Hypoglycemic Agents	138	59627	11.192535975608498
Fluorenes	19	8189	11.219392833181228
Gallic Acid	13	5592	11.240825043981719
Polyphenols	21	8984	11.303185855834808
Excipients	25	10672	11.327997764126184
Benzoxazines	11	4683	11.357309321107657
Hypnotics and Sedatives	64	27158	11.396351984590302
Xenobiotics	16	6760	11.444813028749003
Drug Liberation	10	4217	11.465502146658963
Phosphodiesterase Inhibitors	36	15123	11.511594617600307
Organic Anion Transporters	93	38869	11.570924592432462
Triazoles	80	33107	11.685752822183764
Drug Contamination	25	10204	11.847498298531972
Azetidines*	10	4059	11.911696565174262
Ivermectin	14	5668	11.943214548677107
Anti-HIV Agents	121	48910	11.964057276701578
Metoprolol	13	5204	12.078757823437034
Nootropic Agents	11	4368	12.176158585504295
Drug Antagonism	13	5130	12.252959358992351
Deamino Arginine Vasopressin	10	3927	12.311987793942848
Diet, High-Fat	24	9417	12.324014794123807
Dietary Sucrose	10	3913	12.356026585234416
Quinidine	16	6177	12.524826948425384
Histamine H1 Antagonists	42	15988	12.703624356079274
Biotransformation	98	37147	12.758226093871908
Rifampin	44	16604	12.814847783214276
Oxazolidinones	21	7872	12.899672921970756
Camptothecin	34	12655	12.992182315555116
Platelet Aggregation Inhibitors	88	32560	13.070271026090909
Antifungal Agents	142	51905	13.230322705957436
Phenanthrolines	13	4656	13.500093294178603
Levodopa	43	15357	13.540460908634737
Contraceptives, Oral, Combined	13	4605	13.649573267692087
Sildenafil Citrate	14	4952	13.66971194759752
Cytochrome P-450 CYP1A1	19	6515	14.101723036180827
Anticonvulsants	139	47565	14.13246192572519
Xanthones	10	3388	14.270135159223225
Atenolol	15	5033	14.41045532020486
Disulfiram	10	3339	14.479487441499254
Sulfotransferases	12	3964	14.636515930776547
Prothrombin Time	29	9518	14.733513536964153
Intubation, Gastrointestinal	28	9178	14.752387684159606
Lignans	27	8823	14.79782612731644
Serotonin Uptake Inhibitors	56	18183	14.893551094687751
Anti-Anxiety Agents	55	17850	14.900464080462791
Clarithromycin	18	5795	15.019095669132767
Indans	21	6729	15.090508902626414
Ibuprofen	25	7947	15.211841989999845
Praziquantel	12	3796	15.284115266138798
Dietary Fats	265	83835	15.286743564186017
Methylphenidate	21	6636	15.301962470193725
Rutin	10	3131	15.441088140040712
Angiotensin II Type 1 Receptor Blockers	26	8129	15.466158541448896
Central Nervous System Stimulants	73	22765	15.507285548565175
Curcumin	26	8018	15.68024304052619
Cyclosporine	124	38213	15.692742237848252
Rhabdomyolysis	20	6108	15.832865625996893
Food, Formulated	31	9412	15.926974712555324
Honey	11	3321	16.013737766426328
Pravastatin	11	3299	16.120496018202502
Aminophylline	14	4159	16.275500787608298
Tacrolimus	50	14652	16.5022480224553
Isosorbide Dinitrate	12	3484	16.65244925840144
Losartan	22	6384	16.66331616603548
Azetidines	14	4059	16.67637519124397
Hydralazine	16	4604	16.803122885422802
Antimalarials	82	23569	16.824955538726414
Bupropion	10	2823	17.125172823869512
Verapamil	61	17182	17.16842676675236
Sertraline	10	2787	17.34630131083483
Capsicum	10	2777	17.408743000218685
Pyridones	35	9719	17.414116069045914
Ephedrine	17	4708	17.459020958342062
Benzilates	13	3593	17.493025729268158
Anti-Ulcer Agents	47	12879	17.647437411231
Adamantane	35	9571	17.68336901286317
Medicine, Chinese Traditional	58	15821	17.72826638330954
Amiodarone	27	7298	17.88957634572411
Adverse Drug Reaction Reporting Systems	25	6752	17.903705040207132
Proton Pump Inhibitors	36	9654	18.0322482647941
Enterocytes	10	2672	18.092588123684067
Albendazole	15	3998	18.140093043738748
Malus	16	4263	18.146899832873363
Theophylline	108	27827	18.769012181607053
beta-Alanine	22	5628	18.90127442176879
Hydroxymethylglutaryl-CoA Reductase Inhibitors	106	26455	19.37676796865889
Delayed-Action Preparations	176	43258	19.675956211680624
Ofloxacin	27	6610	19.751326236188213
Phenylpropanolamine	13	3147	19.9713896032369
Anti-Allergic Agents	31	7497	19.99474699510313
Drug Labeling	26	6275	20.035033292221083
Drug Interactions	633	152595	20.061352813026915
Bridged Bicyclo Compounds	20	4763	20.302891710582497
Antidepressive Agents, Second-Generation	28	6657	20.33826472708036
Metformin	46	10875	20.45447269687335
Drug Monitoring	78	18430	20.466583843846703
Oseltamivir	11	2593	20.507955612979284
Atorvastatin Calcium	25	5885	20.540897067026638
Suspensions	31	7253	20.667302587439107
Beverages	521	120944	20.832887077969747
Heptanoic Acids	30	6814	21.288989605843366
Artemisinins	26	5840	21.52711332682409
Antiparkinson Agents	52	11486	21.892551395835206
Oleanolic Acid	14	3065	22.082871257811647
Cheese	27	5789	22.55198924826257
Dabigatran	11	2352	22.608430454767642
Quercetin	38	8008	22.94589269665483
Drugs, Investigational	25	5262	22.972395997818502
Rhizome	15	3142	23.080570181963495
Rivaroxaban	10	2092	23.106301029435027
Ticlopidine	46	9613	23.139467968711728
Inactivation, Metabolic	31	6474	23.15376262073873
Glucuronides	13	2660	23.626431593757893
Dietary Supplements	302	61698	23.671646854068083
Coffee	29	5884	23.831489440673202
Cytochrome P-450 Enzyme System	388	78621	23.86642080484815
Carbamazepine	52	10487	23.977854489317224
Gastrointestinal Transit	23	4617	24.08649253477637
Gastric Emptying	48	9575	24.241347395793237
Carbonated Beverages	13	2584	24.321057822433175
Aryl Hydrocarbon Hydroxylases	119	23555	24.43121531031709
Ciprofloxacin	62	12177	24.621549182014007
Antitussive Agents	14	2741	24.692225848450224
Prescription Drugs	25	4803	25.16730227654429
Diltiazem	32	6067	25.50375111647067
Administration, Oral	713	134559	25.625550671027906
Nevirapine	14	2634	25.694908264307596
ATP Binding Cassette Transporter, Sub-Family G, Member 2	14	2629	25.74375789979107
Anticoagulants	392	73218	25.89178125542024
Plants, Medicinal	305	56753	25.989804871295924
Enteral Nutrition	99	18051	26.522198744771458
Caco-2 Cells	70	12759	26.53059689516086
Methoxsalen	13	2367	26.54980340835716
Food, Organic	12	2171	26.719054173816303
Microsomes, Liver	217	39002	26.906758218213547
Bornanes	15	2689	26.967372521156605
Metabolic Clearance Rate	128	22770	27.184886351015596
Medicine, African Traditional	12	2130	27.233123259281562
Clozapine	43	7606	27.337241834469868
Prodrugs	58	10230	27.41634549083409
Reverse Transcriptase Inhibitors	66	11569	27.58736570098613
Medicine, Ayurvedic	12	2077	27.927712062333498
Fluorobenzenes	19	3284	27.97163692656142
Phytoestrogens	19	3269	28.099947187692436
Plant Extracts	846	145283	28.161269578341695
Phenytoin	77	13221	28.16392815160171
Factor Xa Inhibitors	21	3553	28.576005884827172
Rosuvastatin Calcium	13	2133	29.4610751972773
Flurbiprofen	11	1794	29.636566495859757
Calcium Channel Blockers	219	35654	29.70457406803827
Ketoconazole	34	5403	30.427287080989178
Amlodipine	22	3494	30.44213840347254
Catechin	53	8409	30.47751328054932
Aluminum Hydroxide	23	3532	31.483561428133957
Griseofulvin	20	3044	31.764524173798034
Phenacetin	15	2277	31.844702406457973
Diclofenac	48	7099	32.69509051579099
Berberine	17	2510	32.74174818511859
Acetaminophen	112	16529	32.76761441086534
Digoxin	82	12082	32.82001175600278
Cytochrome P-450 CYP2E1	23	3311	33.58436670458855
Polypharmacy	27	3885	33.601651504745305
Diterpenes, Abietane	14	2010	33.66786836223298
Tea	61	8707	33.877477851757675
Healthy Volunteers	75	10652	34.04779502577267
Simvastatin	50	7089	34.10542175924366
Tolbutamide	38	5219	35.20568095929282
Nifedipine	112	15337	35.31416522438415
Omeprazole	67	9143	35.43547353082571
Phenelzine	10	1340	36.06374948143737
Nonprescription Drugs	43	5718	36.362021093689854
Cisapride	11	1452	36.612275884424136
Naproxen	29	3824	36.6662262374802
Buspirone	14	1841	36.756831311862385
Half-Life	307	40145	36.98245611708391
Caffeine	171	22022	37.550808052208524
Ketoprofen	20	2571	37.60613379051906
Fenofibrate	19	2439	37.658535780227155
Lopinavir	12	1536	37.757830621684455
Capsules	92	11638	38.22714065661905
Vitamin K 1	12	1497	38.74084490355742
Phloroglucinol	20	2478	39.01693267818274
Ginsenosides	26	3210	39.1590996393583
Alprazolam	14	1713	39.501798877742424
Vitamin K	128	15525	39.870349549077424
Tablets	191	22645	40.78885550839015
Antacids	52	6157	40.837891829158664
Curcuma	13	1531	41.03781623432752
1-Deoxynojirimycin	11	1273	41.75638686033616
HIV Integrase Inhibitors	14	1607	42.10577318187221
Selegiline	20	2289	42.23710747127293
Glucuronosyltransferase	62	7034	42.62135407797677
Silymarin	23	2588	42.96308324665789
Dipeptidyl-Peptidase IV Inhibitors	27	3031	43.06596891406341
Intestinal Absorption	382	42600	43.36538681453503
Tablets, Enteric-Coated	21	2281	44.50443686006825
Dihydroergotamine	13	1385	45.36070308152219
Glycyrrhizic Acid	14	1477	45.80925796782849
Kaempferols	14	1473	45.93357074386059
Drugs, Chinese Herbal	353	37053	46.07223318204904
Postprandial Period	83	8626	46.528381923408176
Perylene	20	2057	46.99853066531342
Didanosine	19	1944	47.24258473200734
Tranylcypromine	17	1733	47.41322358294854
Self Medication	44	4441	47.90422049533387
Tyramine	68	6794	48.3970741385329
Histamine H1 Antagonists, Non-Sedating	10	952	50.746577182169474
Cytochrome P-450 CYP2D6	41	3901	50.81550513169933
Rabeprazole	10	918	52.62403487987759
Ergotamine	25	2290	52.77333921279737
Steroid 16-alpha-Hydroxylase	11	986	53.898314954476454
Fasting	369	32741	54.50305140843617
Organic Anion Transporters, Sodium-Independent	18	1580	55.06051770923056
Biopharmaceutics	29	2533	55.346612217190916
HIV Protease Inhibitors	113	9745	56.072728813571196
Bromobenzenes	10	851	56.762309923248246
Acenocoumarol	15	1262	57.436446620674
Cytochrome P-450 CYP2C19	30	2508	57.825613457083506
Itraconazole	65	5252	59.84193267750786
Flavanones	61	4873	60.52627762271354
Glycyrrhiza	31	2460	60.918574957043184
Furocoumarins	74	5719	62.565561469247484
Nelfinavir	14	1070	63.21763144393138
Midazolam	108	8224	63.50201471000134
Cinnarizine	10	746	64.74094786426707
Oxycodone	27	1907	68.43606800180306
Phytotherapy	529	36605	69.88807075585251
Monoamine Oxidase Inhibitors	142	9806	70.0247915137582
Ritonavir	56	3817	70.93356026867524
ATP-Binding Cassette, Sub-Family B, Member 1	221	14883	71.80790688032961
Darunavir	11	736	72.18132545463808
Salvia miltiorrhiza	24	1582	73.32127058184335
Therapeutic Equivalency	108	6886	75.8391274850822
Panax	78	4904	76.90511861894772
Ceftizoxime	18	1116	77.93256803786349
Hydromorphone	19	1165	78.80516921419748
Garlic	52	3174	79.20621665636506
Nadolol	13	788	79.68306016601997
Ginger	21	1251	81.11751191268033
Citrus sinensis	26	1527	82.29049014527455
International Normalized Ratio	83	4857	82.62666752845664
Cross-Over Studies	740	42677	83.85468194481831
Moclobemide	12	669	86.61759054556569
Schisandra	12	640	90.5363270913089
Triazolam	23	1222	90.94965047064372
Fruit and Vegetable Juices	15	789	91.82561023026742
Warfarin	341	17682	93.26057471368638
Medicine, Kampo	11	568	93.49321065038359
Area Under Curve	684	35182	94.02057195052022
Dextromethorphan	34	1733	94.82644716589708
Cytochrome P-450 CYP2C9	48	2241	103.5393143006762
Cytochrome P-450 CYP1A2	62	2848	105.2443755488124
Biological Availability	797	36049	106.91846318868845
Cytochrome P-450 Enzyme Inhibitors	166	7462	107.57077605607458
Indinavir	41	1699	116.63653001405342
Punicaceae	26	1066	117.8443007891092
Saquinavir	31	1270	117.95484891367686
Metabolic Detoxication, Phase I	10	363	132.8612309192514
Nisoldipine	21	747	135.77423116935262
Serotonin Syndrome	23	784	141.69607965044239
Citrus	250	8311	145.45683365798698
Valerian	21	669	151.58078345473993
Cytochrome P-450 CYP2D6 Inhibitors	19	569	161.20496018202502
Ergotism	18	514	169.03044368600683
Cimicifuga	18	513	169.359296689287
Ginkgo biloba	92	2611	170.33908503154254
Herbal Medicine	70	1822	185.69962500397835
Echinacea	30	724	200.1165022949276
Cytochrome P-450 CYP3A	344	7756	214.46889120516929
Milk Thistle	21	442	229.2531036448663
Chlorzoxazone	21	419	241.8074402730375
Vaccinium macrocarpon	36	710	244.86829394737978
Cytochrome P-450 CYP1A2 Inhibitors	19	371	247.00760027890934
Celiprolol	20	386	249.930170824845
Terfenadine	91	1541	285.4017777541688
Felodipine	71	1178	291.23542424742436
Kava	38	466	393.5196030139369
Cytochrome P-450 CYP3A Inhibitors	97	1131	414.4049771463717
Hypericum	177	2025	422.5065836952383
Hydrastis	12	82	699.2022369340846
Citrus paradisi	230	652	1703.3908503154253
Herb-Drug Interactions	1410	1399	4870.692725499756
Food-Drug Interactions	2361	2245	5083.769959792
